epoch,loss,accuracy,precision,recall,f1_score,precision_cover,recall_cover,f1_cover,precision_stego,recall_stego,f1_stego,learning_rate
1,0.6936021152883768,0.503125,0.5031359759157049,0.501375,0.5022539444027048,0.503114100647733,0.504875,0.5039930122285999,0.5031359759157049,0.501375,0.5022539444027048,0.001
2,0.6925511747598648,0.5099375,0.5098378913500804,0.515,0.5124059449039239,0.5100391463568632,0.504875,0.5074439349205352,0.5098378913500804,0.515,0.5124059449039239,0.001
3,0.6910015188157559,0.5215,0.5212345679012346,0.52775,0.524472049689441,0.5217721518987342,0.51525,0.5184905660377358,0.5212345679012346,0.52775,0.524472049689441,0.001
4,0.6865461587905883,0.5355625,0.5350067675649071,0.5435,0.5392199417126557,0.5361361615648419,0.527625,0.5318465318465319,0.5350067675649071,0.5435,0.5392199417126557,0.001
5,0.6769436612725258,0.5534375,0.5512405609492989,0.574875,0.5628097656489016,0.5558312655086849,0.532,0.543654595388644,0.5512405609492989,0.574875,0.5628097656489016,0.001
6,0.6615563675761222,0.577,0.5714783012299838,0.615625,0.5927307738596702,0.58344622053644,0.538375,0.5600052008841503,0.5714783012299838,0.615625,0.5927307738596702,0.001
7,0.6417234100401401,0.602625,0.5934228493400091,0.651875,0.6212771026923993,0.6138380476982807,0.553375,0.5820404943465685,0.5934228493400091,0.651875,0.6212771026923993,0.001
8,0.6193609926849604,0.62225,0.6111363636363636,0.67225,0.6402380952380953,0.6358333333333334,0.57225,0.6023684210526316,0.6111363636363636,0.67225,0.6402380952380953,0.001
9,0.6004082418978214,0.6375625,0.6272695732624032,0.678,0.6516489457559921,0.6496668026655786,0.597125,0.6222888034911743,0.6272695732624032,0.678,0.6516489457559921,0.001
10,0.5865917634218931,0.6428125,0.6352551201610039,0.67075,0.6525202164528485,0.65126439825235,0.614875,0.6325467755416961,0.6352551201610039,0.67075,0.6525202164528485,0.001
11,0.5706044606864452,0.6563125,0.6467206382729086,0.689,0.6671911880409127,0.6672462217466898,0.623625,0.6446985849970924,0.6467206382729086,0.689,0.6671911880409127,0.001
12,0.5527373990043998,0.6681875,0.662913185615692,0.684375,0.6734731533304631,0.6738147526159411,0.652,0.6627279080109268,0.662913185615692,0.684375,0.6734731533304631,0.001
13,0.5402123481035233,0.681375,0.6744409713873527,0.70125,0.6875842627773011,0.6888831033585003,0.6615,0.6749139140415763,0.6744409713873527,0.70125,0.6875842627773011,0.001
14,0.5377246016636491,0.679875,0.677260408967726,0.68725,0.6822186375480829,0.68256787617356,0.6725,0.6774965369600806,0.677260408967726,0.68725,0.6822186375480829,0.001
15,0.5245976407080889,0.6903125,0.6822262118491921,0.7125,0.6970345460103944,0.6991497710922171,0.668125,0.6832853946947907,0.6822262118491921,0.7125,0.6970345460103944,0.001
16,0.5186537211760879,0.6949375,0.6895587699039747,0.709125,0.6992050286559438,0.7006303872378747,0.68075,0.6905471375134724,0.6895587699039747,0.709125,0.6992050286559438,0.001
17,0.5173596827313304,0.695875,0.6900315304390007,0.71125,0.7004801181829373,0.7020892442610266,0.6805,0.6911260632220388,0.6900315304390007,0.71125,0.7004801181829373,0.001
18,0.5121736278757453,0.698,0.6894736842105263,0.7205,0.7046454767726161,0.7073298429319371,0.6755,0.6910485933503836,0.6894736842105263,0.7205,0.7046454767726161,0.001
19,0.4988159595057368,0.7085,0.7030185004868549,0.722,0.7123828317710903,0.7142857142857143,0.695,0.7045108971109985,0.7030185004868549,0.722,0.7123828317710903,0.001
20,0.48291198145598174,0.71875,0.717391304347826,0.721875,0.719626168224299,0.720125786163522,0.715625,0.7178683385579937,0.717391304347826,0.721875,0.719626168224299,0.0002
21,0.4777141515165567,0.7239375,0.7175470552519733,0.738625,0.7279334770557437,0.7307147456535737,0.70925,0.7198223913732953,0.7175470552519733,0.738625,0.7279334770557437,0.0002
22,0.4747255723923445,0.7265625,0.7197236028609528,0.742125,0.7307526617022586,0.733840794736163,0.711,0.7222398577868072,0.7197236028609528,0.742125,0.7307526617022586,0.0002
23,0.4725076794624329,0.729,0.7245648443245893,0.738875,0.7316499566778066,0.7336138740117317,0.719125,0.7262971846989017,0.7245648443245893,0.738875,0.7316499566778066,0.0002
24,0.4724307732656598,0.7255,0.7174017835623042,0.744125,0.7305190820959627,0.7342248766554141,0.706875,0.7202904088651128,0.7174017835623042,0.744125,0.7305190820959627,0.0002
25,0.47084403317421675,0.7281875,0.7263484190948543,0.73225,0.7292872704637411,0.7300567107750473,0.724125,0.7270787574521493,0.7263484190948543,0.73225,0.7292872704637411,0.0002
26,0.4706269957125187,0.727375,0.7209669582118562,0.741875,0.7312715623459832,0.7341658084449022,0.712875,0.7233637747336378,0.7209669582118562,0.741875,0.7312715623459832,0.0002
27,0.4669752141460776,0.7335625,0.726457399103139,0.74925,0.7376776813734539,0.7411278874693509,0.717875,0.729316147056956,0.726457399103139,0.74925,0.7376776813734539,0.0002
28,0.4642326241359115,0.733875,0.7306459566074951,0.740875,0.7357249255213505,0.7371957403651116,0.726875,0.7319989929506546,0.7306459566074951,0.740875,0.7357249255213505,0.0002
29,0.4613294441252947,0.732375,0.7302452316076294,0.737,0.7336070673136743,0.7345445369669442,0.72775,0.7311314831093809,0.7302452316076294,0.737,0.7336070673136743,0.0002
30,0.46203218344599006,0.7330625,0.7260822117133503,0.7485,0.7371206992060073,0.7404875532052109,0.717625,0.7288770392941027,0.7260822117133503,0.7485,0.7371206992060073,0.0002
31,0.4569022711366415,0.737875,0.7310026705511047,0.75275,0.7417169602167755,0.745168770935326,0.723,0.7339170156071565,0.7310026705511047,0.75275,0.7417169602167755,0.0002
32,0.45775945000350476,0.736,0.730356271351879,0.74825,0.7391948629291183,0.7419272168118913,0.72375,0.7327258921791951,0.730356271351879,0.74825,0.7391948629291183,0.0002
33,0.4558543026447296,0.740875,0.7358629130966953,0.7515,0.7435992578849722,0.7461047254150702,0.73025,0.7380922299431459,0.7358629130966953,0.7515,0.7435992578849722,0.0002
34,0.4530500641092658,0.7398125,0.7345067840117345,0.751125,0.7427229466658427,0.7453638572707507,0.7285,0.7368354510398888,0.7345067840117345,0.751125,0.7427229466658427,0.0002
35,0.4452133934944868,0.7475,0.7380379899014186,0.767375,0.7524206397842873,0.7577453788076022,0.727625,0.74237979849509,0.7380379899014186,0.767375,0.7524206397842873,4e-05
36,0.44425008334219457,0.748625,0.7403334944417593,0.765875,0.7528876873924797,0.7575090626618333,0.731375,0.7442126685321802,0.7403334944417593,0.765875,0.7528876873924797,4e-05
37,0.44382159411907196,0.7471875,0.7400752701226174,0.762,0.7508776251770647,0.7547339945897205,0.732375,0.743386411216139,0.7400752701226174,0.762,0.7508776251770647,4e-05
38,0.44389637392014264,0.7461875,0.7411534223092935,0.756625,0.7488093029009711,0.7514362313289927,0.73575,0.7435103896924146,0.7411534223092935,0.756625,0.7488093029009711,4e-05
39,0.4427698913961649,0.7483125,0.7413437006439072,0.76275,0.7518945228266897,0.7556957137340713,0.733875,0.7446255311053332,0.7413437006439072,0.76275,0.7518945228266897,4e-05
40,0.44441209472715854,0.7471875,0.746110765401369,0.749375,0.7477393202369816,0.7482736974262398,0.745,0.7466332602568118,0.746110765401369,0.749375,0.7477393202369816,4e-05
41,0.4425251092761755,0.748625,0.7423245614035088,0.761625,0.7518509378084897,0.7552618069815195,0.735625,0.7453140830800405,0.7423245614035088,0.761625,0.7518509378084897,4e-05
42,0.4425068490207195,0.7485,0.7416727449550207,0.762625,0.7520029582152101,0.7557242089014664,0.734375,0.7448966653987574,0.7416727449550207,0.762625,0.7520029582152101,4e-05
43,0.44126318823546173,0.7474375,0.7432116967686448,0.756125,0.7496127393270958,0.7518127464699148,0.73875,0.7452241346699452,0.7432116967686448,0.756125,0.7496127393270958,4e-05
44,0.44074744265526533,0.7469375,0.7409440175631175,0.759375,0.7500462991542688,0.7532367645173695,0.7345,0.7437503955445858,0.7409440175631175,0.759375,0.7500462991542688,4e-05
45,0.44070410802960397,0.748625,0.742620151256404,0.761,0.7516977404617854,0.7549346321456037,0.73625,0.7454752562966713,0.742620151256404,0.761,0.7516977404617854,4e-05
46,0.4393975270912051,0.749875,0.7431281926538555,0.76375,0.7532979903834299,0.7570069426587812,0.736,0.7463556851311953,0.7431281926538555,0.76375,0.7532979903834299,4e-05
47,0.4404799368232489,0.7490625,0.7459572892235526,0.755375,0.7506366064219614,0.7522471198885935,0.74275,0.7474683942386313,0.7459572892235526,0.755375,0.7506366064219614,4e-05
48,0.4387439262121916,0.7508125,0.7465896522059727,0.759375,0.7529280535415505,0.7551825003179448,0.74225,0.7486604047153754,0.7465896522059727,0.759375,0.7529280535415505,4e-05
49,0.43832742162048816,0.75,0.741196333815726,0.76825,0.7544807267370489,0.7594706798131811,0.73175,0.7453526865291571,0.741196333815726,0.76825,0.7544807267370489,4e-05
50,0.436685480363667,0.7505625,0.7478056620101372,0.756125,0.7519423208403256,0.7533813677158387,0.745,0.7491672427880083,0.7478056620101372,0.756125,0.7519423208403256,8.000000000000001e-06
51,0.4356516256928444,0.7526875,0.749907281493386,0.75825,0.7540555659146,0.7555302743016054,0.747125,0.7513041292187794,0.749907281493386,0.75825,0.7540555659146,8.000000000000001e-06
52,0.43636147435754535,0.752375,0.7450242718446602,0.767375,0.7560344827586207,0.760180412371134,0.737375,0.7486040609137056,0.7450242718446602,0.767375,0.7560344827586207,8.000000000000001e-06
53,0.4344853343442082,0.7535625,0.7469864848411055,0.766875,0.7568000986862394,0.7604982663413381,0.74025,0.7502375372141635,0.7469864848411055,0.766875,0.7568000986862394,8.000000000000001e-06
54,0.43331228066235783,0.7530625,0.751272185677051,0.756625,0.7539390919848041,0.7548785093793277,0.7495,0.7521796399673838,0.751272185677051,0.756625,0.7539390919848041,8.000000000000001e-06
55,0.43570394311100247,0.7528125,0.7465561379982933,0.7655,0.7559093994939209,0.759394638963704,0.740125,0.7496360068367411,0.7465561379982933,0.7655,0.7559093994939209,8.000000000000001e-06
56,0.43598071597516536,0.7535,0.7426998563906175,0.77575,0.7588652482269503,0.7653061224489796,0.73125,0.7478905650728714,0.7426998563906175,0.77575,0.7588652482269503,8.000000000000001e-06
57,0.43467466831207274,0.75125,0.7462631707914726,0.761375,0.7537433485954709,0.7564429701454453,0.741125,0.7487056446521025,0.7462631707914726,0.761375,0.7537433485954709,8.000000000000001e-06
58,0.4367249505594373,0.7509375,0.7475033904574035,0.757875,0.7526534665756316,0.7544682469260996,0.744,0.7491975580590345,0.7475033904574035,0.757875,0.7526534665756316,8.000000000000001e-06
59,0.43396176490932703,0.753,0.7474327628361859,0.76425,0.7557478368355995,0.7588235294117647,0.74175,0.7501896333754741,0.7474327628361859,0.76425,0.7557478368355995,8.000000000000001e-06
60,0.43604383524507284,0.752125,0.7440116138398258,0.76875,0.7561785319070454,0.760796483061805,0.7355,0.747934409558917,0.7440116138398258,0.76875,0.7561785319070454,8.000000000000001e-06
61,0.43521257732063534,0.752875,0.7474920479569366,0.76375,0.7555335724001484,0.7584973166368515,0.742,0.7501579679009225,0.7474920479569366,0.76375,0.7555335724001484,8.000000000000001e-06
62,0.4336906211450696,0.75425,0.7490815576781779,0.764625,0.7567734751948534,0.7596374776614756,0.743875,0.7516736137425792,0.7490815576781779,0.764625,0.7567734751948534,8.000000000000001e-06
63,0.43479870930314063,0.753625,0.7474993900951452,0.766,0.7566366218051611,0.7600615226864906,0.74125,0.750537906594102,0.7474993900951452,0.766,0.7566366218051611,8.000000000000001e-06
64,0.43528627399355174,0.752625,0.7485243482538121,0.760875,0.7546491445574014,0.7568632435180478,0.744375,0.7505671792286362,0.7485243482538121,0.760875,0.7546491445574014,8.000000000000001e-06
65,0.43541606776416303,0.752375,0.7506206554121152,0.755875,0.7532386646736422,0.754154078549849,0.748875,0.7515052684395384,0.7506206554121152,0.755875,0.7532386646736422,1.6000000000000004e-06
66,0.433295457996428,0.755125,0.7509220555692157,0.7635,0.757158795091112,0.7594711416221713,0.74675,0.7530568511281986,0.7509220555692157,0.7635,0.757158795091112,1.6000000000000004e-06
67,0.43362300395965575,0.753,0.750185414091471,0.758625,0.7543816034804226,0.7558786346396966,0.747375,0.7516027655562539,0.750185414091471,0.758625,0.7543816034804226,1.6000000000000004e-06
68,0.43401322346180676,0.7559375,0.7501527183872938,0.7675,0.7587272165585418,0.761996161228407,0.744375,0.7530825165981663,0.7501527183872938,0.7675,0.7587272165585418,1.6000000000000004e-06
69,0.4332537392154336,0.753875,0.7491413150147204,0.763375,0.7561911837543338,0.7587920489296636,0.744375,0.7515143866733973,0.7491413150147204,0.763375,0.7561911837543338,1.6000000000000004e-06
70,0.43446506671607493,0.75175,0.7477244772447724,0.759875,0.7537507749535028,0.7559085133418043,0.743625,0.7497164461247637,0.7477244772447724,0.759875,0.7537507749535028,1.6000000000000004e-06
71,0.43485664911568167,0.75125,0.7446445959104186,0.76475,0.7545633941785891,0.7582219938335046,0.73775,0.7478459199189053,0.7446445959104186,0.76475,0.7545633941785891,1.6000000000000004e-06
72,0.4350908104330301,0.7524375,0.7495983191200098,0.758125,0.7538375489404014,0.7553420154254646,0.74675,0.7510214344081966,0.7495983191200098,0.758125,0.7538375489404014,1.6000000000000004e-06
73,0.4344268452376127,0.754625,0.7510475720976091,0.76175,0.756360928385255,0.7583058584833883,0.7475,0.7528641571194763,0.7510475720976091,0.76175,0.756360928385255,1.6000000000000004e-06
74,0.4341540962457657,0.7553125,0.7495418448381185,0.766875,0.758109360518999,0.7613563659628919,0.74375,0.7524502055011065,0.7495418448381185,0.766875,0.758109360518999,1.6000000000000004e-06
75,0.43181277718394995,0.7535,0.7492012779552716,0.762125,0.7556078820175982,0.7579496311371152,0.744875,0.751355440675829,0.7492012779552716,0.762125,0.7556078820175982,1.6000000000000004e-06
76,0.4335552006959915,0.7530625,0.7492305798350363,0.76075,0.7549463499348756,0.7570140916592611,0.745375,0.7511494614851673,0.7492305798350363,0.76075,0.7549463499348756,1.6000000000000004e-06
77,0.4334584420546889,0.755875,0.7503056982147224,0.767,0.758561008777352,0.761697775504986,0.74475,0.7531285551763367,0.7503056982147224,0.767,0.758561008777352,1.6000000000000004e-06
78,0.4329850148409605,0.7520625,0.7464857596870799,0.763375,0.7548359186700451,0.7578974293387901,0.74075,0.7492256147670523,0.7464857596870799,0.763375,0.7548359186700451,1.6000000000000004e-06
79,0.43232795167714355,0.753875,0.747622531089978,0.7665,0.7569435872114554,0.7604513977943063,0.74125,0.7507279402456007,0.747622531089978,0.7665,0.7569435872114554,1.6000000000000004e-06
80,0.43350427262485025,0.754375,0.7499385900270203,0.76325,0.7565357452608104,0.7589717485365233,0.7455,0.7521755580779418,0.7499385900270203,0.76325,0.7565357452608104,1.6000000000000004e-06
81,0.43304247185587885,0.756,0.7495126705653021,0.769,0.7591312931885489,0.7628336755646817,0.743,0.7527862208713273,0.7495126705653021,0.769,0.7591312931885489,1.6000000000000004e-06
82,0.43257025107741354,0.752875,0.7495066600888012,0.759625,0.7545319096101316,0.7563355296502787,0.746125,0.7511955700981626,0.7495066600888012,0.759625,0.7545319096101316,1.6000000000000004e-06
83,0.43405413925647734,0.7535,0.7464754496840058,0.76775,0.7569632733546956,0.7609366958311888,0.73925,0.7499365965001268,0.7464754496840058,0.76775,0.7569632733546956,1.6000000000000004e-06
84,0.43207594137638805,0.753125,0.75,0.759375,0.7546583850931677,0.7563291139240507,0.746875,0.7515723270440252,0.75,0.759375,0.7546583850931677,1.6000000000000004e-06
85,0.4341338178142905,0.7534375,0.7492930038116317,0.76175,0.7554701543420319,0.7577221304182026,0.745125,0.7513707695216487,0.7492930038116317,0.76175,0.7554701543420319,1.6000000000000004e-06
86,0.433171152882278,0.75225,0.7457978075517662,0.765375,0.7554595928439235,0.7590500641848523,0.739125,0.7489550348321723,0.7457978075517662,0.765375,0.7554595928439235,1.6000000000000004e-06
87,0.4327640373259783,0.754375,0.7510486059708857,0.761,0.755991555941885,0.7577907271345325,0.74775,0.7527368818422046,0.7510486059708857,0.761,0.755991555941885,1.6000000000000004e-06
88,0.4335725700482726,0.7538125,0.7474107469233581,0.76675,0.7569568704880607,0.7605543436417298,0.740875,0.7505857025264357,0.7474107469233581,0.76675,0.7569568704880607,1.6000000000000004e-06
89,0.43284684158861636,0.753625,0.7487739087788131,0.763375,0.7560039613765783,0.7586690464048954,0.743875,0.7511991921232012,0.7487739087788131,0.763375,0.7560039613765783,1.6000000000000004e-06
90,0.4316233806312084,0.7561875,0.7523703977342692,0.76375,0.7580174927113703,0.7601218428734611,0.748625,0.7543296177341142,0.7523703977342692,0.76375,0.7580174927113703,1.6000000000000004e-06
91,0.433592689409852,0.750875,0.7464996315401621,0.75975,0.7530665345062569,0.7554085008908119,0.742,0.7486442174296885,0.7464996315401621,0.75975,0.7530665345062569,1.6000000000000004e-06
92,0.43293479196727275,0.7538125,0.7490494296577946,0.763375,0.756144369466972,0.758761310054798,0.74425,0.7514356029532404,0.7490494296577946,0.763375,0.756144369466972,1.6000000000000004e-06
93,0.43307815194129945,0.7549375,0.7520702014584105,0.760625,0.7563234106022,0.7578707801239095,0.74925,0.7535357344899114,0.7520702014584105,0.760625,0.7563234106022,1.6000000000000004e-06
94,0.43267087582498787,0.7536875,0.7474094843349994,0.766375,0.7567734370178362,0.7602924201616006,0.741,0.7505222510603279,0.7474094843349994,0.766375,0.7567734370178362,1.6000000000000004e-06
95,0.432286505959928,0.7531875,0.7487412501535061,0.762125,0.7553738462491483,0.7577955962835687,0.74425,0.7509617203758593,0.7487412501535061,0.762125,0.7553738462491483,1.6000000000000004e-06
96,0.43176301252096894,0.7541875,0.7485637452634152,0.7655,0.7569371485075088,0.7600716204118174,0.742875,0.7513749288829888,0.7485637452634152,0.7655,0.7569371485075088,1.6000000000000004e-06
97,0.4330593939870596,0.7510625,0.7444917833231893,0.7645,0.7543632439099599,0.7579961464354528,0.737625,0.7476718403547672,0.7444917833231893,0.7645,0.7543632439099599,1.6000000000000004e-06
98,0.43314284086227417,0.7561875,0.751874155094015,0.76475,0.758257420834108,0.7606511509601933,0.747625,0.7540818256319738,0.751874155094015,0.76475,0.758257420834108,1.6000000000000004e-06
99,0.4333993211388588,0.752625,0.7460433406379352,0.766,0.755889971629456,0.759568456203442,0.73925,0.7492715063980743,0.7460433406379352,0.766,0.755889971629456,1.6000000000000004e-06
100,0.4338440053164959,0.7535625,0.7463864933802988,0.768125,0.7570997351074971,0.7611690485386893,0.739,0.7499207204921672,0.7463864933802988,0.768125,0.7570997351074971,1.6000000000000004e-06
